order_id,customer_id,order_date,total_amount,shipping_address,status,delivery_date
ORD01518,CUST0097,18-12-2024,38792.11,"612 Estrada Heights Apt. 548, Michaelfort, ID 06438",Delivered,04-01-2025
ORD01519,CUST0118,20-08-2024,23260.14,"48562 Strickland Fords Suite 280, North Ryanhaven, WA 46142",Delivered,29-10-2024
ORD01520,CUST0056,28-02-2025,11002.68,"146 Marcus Valley Suite 733, Wilkinsonport, FL 50847",Cancelled,30-04-2025
ORD01521,CUST0078,17-10-2024,12162.21,"907 Susan Drive, Avilaborough, ME 21696",Cancelled,18-01-2025
ORD01522,CUST0150,22-12-2024,26690.56,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Pending,24-01-2025
ORD01523,CUST0002,12-12-2024,2282.36,"38682 Gonzales Station Suite 566, Gwendolynview, ME 23710",Delivered,04-01-2025
ORD01524,CUST0144,21-03-2025,10475.65,"577 Cody Loop, North Wendy, ID 28886",Delivered,23-03-2025
ORD01525,CUST0077,25-04-2025,41624.35,"80735 Jordan View Suite 904, Lake Nicole, WI 55699",Pending,09-05-2025
ORD01526,CUST0124,05-07-2024,51792.94,"087 Rice Square Suite 350, Wiseview, MN 97899",Pending,11-07-2024
ORD01527,CUST0087,27-10-2024,947.97,"7240 Dunn Junction Apt. 327, Port Margaretland, CO 45789",Delivered,13-03-2025
ORD01528,CUST0084,30-03-2025,10064.64,"86180 Denise Pass Apt. 613, North Derek, UT 73292",Delivered,14-05-2025
ORD01529,CUST0067,28-01-2025,44522.06,"1316 Jordan Junction, South Royberg, WY 09743",Delivered,25-05-2025
ORD01530,CUST0049,30-12-2024,16368.42,"04074 Steele Field Suite 491, Michaelbury, MS 42681",Shipped,09-05-2025
ORD01531,CUST0133,23-07-2024,26416.45,"656 Hughes Brooks Suite 558, Garciamouth, CO 74994",Shipped,29-01-2025
ORD01532,CUST0015,27-04-2025,15973.94,"3638 Alvarado Run, New Bonnieton, UT 60493",Cancelled,03-06-2025
ORD01533,CUST0082,28-02-2025,13992.52,"9644 Mullins Lights, Port Davidton, DE 23696",Shipped,08-03-2025
ORD01534,CUST0007,02-01-2025,9721.69,"PSC 7524, Box 0487, APO AP 43907",Cancelled,23-03-2025
ORD01535,CUST0076,03-12-2024,37654.53,"2655 Johnny Extension, Brendanburgh, HI 19369",Delivered,15-05-2025
ORD01536,CUST0108,17-08-2024,13930.19,"380 Karen Union, North Matthewbury, CT 81240",Cancelled,01-12-2024
ORD01537,CUST0100,15-07-2024,26840.42,"677 Moreno Glens Apt. 020, West Elizabeth, KY 74103",Pending,17-07-2024
ORD01538,CUST0150,13-07-2024,39599.44,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Shipped,05-06-2025
ORD01539,CUST0088,04-10-2024,24519.7,"4162 Love Plain, New Eric, MD 67303",Shipped,29-01-2025
ORD01540,CUST0137,23-02-2025,42675.08,"3901 Oliver Course, North Ryanside, ND 53519",Cancelled,06-03-2025
ORD01541,CUST0092,14-09-2024,11662.6,"54853 Kevin Harbor, Alvarezview, MD 34468",Delivered,25-10-2024
ORD01542,CUST0044,26-01-2025,19389.56,"9881 George Forges, Newmanburgh, WV 34676",Shipped,24-04-2025
ORD01543,CUST0076,21-05-2025,23441.18,"2655 Johnny Extension, Brendanburgh, HI 19369",Pending,05-06-2025
ORD01544,CUST0121,02-02-2025,34787.96,"074 Garrett Falls, East Patrickview, ID 95379",Shipped,08-03-2025
ORD01545,CUST0067,30-04-2025,7520.8,"1316 Jordan Junction, South Royberg, WY 09743",Shipped,16-05-2025
ORD01546,CUST0086,23-01-2025,29928.6,"1257 Amber Mission Suite 764, Santosville, VT 86879",Pending,12-06-2025
ORD01547,CUST0057,24-04-2025,28396.65,"USS Perez, FPO AA 17894",Delivered,28-05-2025
ORD01548,CUST0058,07-03-2025,33134.95,"2818 Gordon Locks, East Haley, ME 84438",Delivered,03-05-2025
ORD01549,CUST0108,23-05-2025,36122.73,"380 Karen Union, North Matthewbury, CT 81240",Delivered,09-06-2025
ORD01550,CUST0096,26-12-2024,41851.97,"957 Adams Radial Suite 894, East Jennifer, CT 50295",Delivered,13-03-2025
ORD01551,CUST0150,09-01-2025,30310.41,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Delivered,05-04-2025
ORD01552,CUST0119,29-08-2024,23730.39,"30109 John Glen Apt. 937, West Matthewtown, OH 72997",Pending,24-10-2024
ORD01553,CUST0121,21-01-2025,23194.68,"074 Garrett Falls, East Patrickview, ID 95379",Pending,23-01-2025
ORD01554,CUST0150,31-10-2024,42871.61,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Pending,01-12-2024
ORD01555,CUST0121,26-02-2025,40398.81,"074 Garrett Falls, East Patrickview, ID 95379",Shipped,27-05-2025
ORD01556,CUST0129,08-09-2024,673.46,"556 Hernandez Loaf, Reillychester, NE 33398",Pending,01-06-2025
ORD01557,CUST0098,17-06-2025,48145.38,"63028 Boyer Mountain, New Justinchester, DE 02669",Delivered,23-06-2025
ORD01558,CUST0106,05-07-2024,30863.33,"53110 Ramirez Mews Apt. 184, Port Benjamin, AK 44399",Pending,21-09-2024
ORD01559,CUST0039,12-03-2025,29672.87,"729 Taylor Fall, Smithtown, MA 49915",Shipped,25-03-2025
ORD01560,CUST0052,04-10-2024,47619.8,"353 Watson Fields, Danielbury, MT 50463",Delivered,05-12-2024
ORD01561,CUST0105,26-06-2024,39013.74,"467 Floyd Center Apt. 365, North Amberfurt, MI 25792",Cancelled,26-11-2024
ORD01562,CUST0037,06-11-2024,28999.49,"7772 Fernando Valleys, West Dianeville, VA 88934",Delivered,16-05-2025
ORD01563,CUST0047,24-05-2025,2316.61,"PSC 1453, Box 5727, APO AP 83591",Pending,13-06-2025
ORD01564,CUST0125,10-03-2025,57721.79,"00001 Jessica Unions Apt. 142, New Eileen, AL 36476",Delivered,21-03-2025
ORD01565,CUST0046,02-09-2024,64761.77,"3232 Nicholas Ferry Apt. 112, Lisaville, VT 08259",Delivered,15-03-2025
ORD01566,CUST0015,11-06-2025,29350.65,"3638 Alvarado Run, New Bonnieton, UT 60493",Pending,15-06-2025
ORD01567,CUST0116,11-01-2025,6555.69,"PSC 2572, Box 6881, APO AP 12909",Delivered,17-04-2025
ORD01568,CUST0054,18-09-2024,70063.17,"971 Jones Locks Apt. 431, Delgadoborough, KY 65014",Shipped,30-10-2024
ORD01569,CUST0148,11-10-2024,27547.9,"1893 Hall Way Suite 050, Stacystad, NE 60022",Shipped,25-04-2025
ORD01570,CUST0126,08-04-2025,27939.04,"25940 Adam Green Suite 707, Trevinoborough, RI 12991",Pending,19-06-2025
ORD01571,CUST0034,30-06-2024,52542.86,"190 Katherine Loop, Port Tracytown, PA 29478",Cancelled,25-10-2024
ORD01572,CUST0110,15-05-2025,32643.75,"474 Antonio Trafficway, North Henry, WI 97039",Cancelled,24-05-2025
ORD01573,CUST0110,09-01-2025,50374.17,"474 Antonio Trafficway, North Henry, WI 97039",Cancelled,14-02-2025
ORD01574,CUST0099,03-04-2025,56366.63,"2368 Ortiz Flat Suite 596, Port Adamland, OH 64849",Pending,15-06-2025
ORD01575,CUST0010,26-11-2024,20448.62,"840 Charles Mission Suite 798, Port Evelyn, VT 92913",Shipped,29-01-2025
ORD01576,CUST0096,25-04-2025,49699.63,"957 Adams Radial Suite 894, East Jennifer, CT 50295",Pending,28-04-2025
ORD01577,CUST0083,21-04-2025,30843.36,"69059 Tucker Turnpike, Palmerstad, WA 88011",Shipped,19-06-2025
ORD01578,CUST0005,15-05-2025,16106.94,"220 Gomez Ferry Suite 713, New Johnathan, TX 75492",Pending,05-06-2025
ORD01579,CUST0064,08-02-2025,43507.35,"1961 Samuel Centers Suite 658, North Brandonville, MN 92250",Shipped,07-06-2025
ORD01580,CUST0089,13-10-2024,67716.46,"778 Julie Square Apt. 351, Seanton, OK 88371",Delivered,23-10-2024
ORD01581,CUST0034,09-03-2025,12618.62,"190 Katherine Loop, Port Tracytown, PA 29478",Pending,19-05-2025
ORD01582,CUST0099,19-05-2025,18243.91,"2368 Ortiz Flat Suite 596, Port Adamland, OH 64849",Delivered,21-05-2025
ORD01583,CUST0043,01-02-2025,11716.94,"7797 Patterson Motorway Apt. 391, Martinezfurt, NE 82801",Pending,18-02-2025
ORD01584,CUST0012,21-07-2024,6701.06,"73612 Jessica Terrace Suite 225, Port Randybury, NY 48818",Delivered,02-02-2025
ORD01585,CUST0075,05-08-2024,20107.89,"9755 Bell Drives, South Daniel, MO 78179",Cancelled,01-03-2025
ORD01586,CUST0134,28-06-2024,21647.84,"8464 Richardson Parks Apt. 774, Lopezshire, CO 39796",Delivered,16-10-2024
ORD01587,CUST0112,02-08-2024,12054.84,"50522 Tracy Plaza, Zacharyburgh, AZ 79247",Shipped,12-10-2024
ORD01588,CUST0088,30-09-2024,22718.05,"4162 Love Plain, New Eric, MD 67303",Cancelled,23-03-2025
ORD01589,CUST0092,16-04-2025,947.97,"54853 Kevin Harbor, Alvarezview, MD 34468",Shipped,20-04-2025
ORD01590,CUST0043,25-07-2024,23260.14,"7797 Patterson Motorway Apt. 391, Martinezfurt, NE 82801",Cancelled,31-10-2024
ORD01591,CUST0005,19-06-2025,14280.9,"220 Gomez Ferry Suite 713, New Johnathan, TX 75492",Shipped,24-06-2025
ORD01592,CUST0058,29-11-2024,51036.11,"2818 Gordon Locks, East Haley, ME 84438",Shipped,29-11-2024
ORD01593,CUST0055,23-07-2024,59693.03,"11409 Kenneth Valley, New Annetteburgh, KS 69676",Pending,04-01-2025
ORD01594,CUST0130,07-10-2024,13413.92,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Shipped,05-05-2025
ORD01595,CUST0032,11-07-2024,4529.04,"134 Brown Locks, Port Frederick, LA 48609",Delivered,16-06-2025
ORD01596,CUST0010,16-01-2025,71398.5,"840 Charles Mission Suite 798, Port Evelyn, VT 92913",Cancelled,22-05-2025
ORD01597,CUST0066,12-02-2025,21535.14,"31993 Phillips Corners Suite 809, Lake Zachary, UT 00736",Pending,18-05-2025
ORD01598,CUST0013,06-05-2025,32614.67,"852 Lopez Village Suite 207, Port Victoriashire, OK 57775",Pending,21-05-2025
ORD01599,CUST0006,04-11-2024,22244.18,"9253 Samantha Cape Suite 696, Schneidershire, NJ 67499",Pending,16-02-2025
ORD01600,CUST0030,19-06-2025,18203.73,"USCGC Mcintosh, FPO AA 10459",Cancelled,21-06-2025
ORD01601,CUST0114,30-05-2025,13191.02,"09944 Jasmine Ranch, Alexanderland, WA 94550",Cancelled,03-06-2025
ORD01602,CUST0032,10-03-2025,32454.03,"134 Brown Locks, Port Frederick, LA 48609",Delivered,11-04-2025
ORD01603,CUST0122,02-03-2025,28015.41,"65988 Ann Course, Kevinview, HI 34871",Shipped,28-04-2025
ORD01604,CUST0053,08-07-2024,37679.96,"USNV Banks, FPO AP 28921",Pending,22-07-2024
ORD01605,CUST0078,28-08-2024,29037.21,"907 Susan Drive, Avilaborough, ME 21696",Cancelled,29-01-2025
ORD01606,CUST0026,22-07-2024,30121.25,"266 Anthony Lock Apt. 703, Lake Albertstad, MO 24031",Delivered,25-09-2024
ORD01607,CUST0036,16-07-2024,41190.48,"46988 Erin Glen, Williamshire, WY 87033",Cancelled,19-10-2024
ORD01608,CUST0027,09-10-2024,39916.86,"44836 Tamara Stream, Lisamouth, AR 09785",Pending,13-05-2025
ORD01609,CUST0073,15-01-2025,33845.13,"0036 Madison Vista Suite 931, Port Bradleytown, MN 55260",Pending,08-02-2025
ORD01610,CUST0028,13-12-2024,39114.03,"6792 Derek Locks, Lake Anthony, NV 08046",Cancelled,01-03-2025
ORD01611,CUST0051,05-05-2025,8917.99,"68444 Smith Creek, Jacobfort, NJ 32043",Shipped,08-05-2025
ORD01612,CUST0068,12-03-2025,22100.66,"04606 Wilcox Brooks, Richardmouth, KS 27895",Shipped,18-03-2025
ORD01613,CUST0092,07-05-2025,29777.17,"54853 Kevin Harbor, Alvarezview, MD 34468",Cancelled,16-06-2025
ORD01614,CUST0076,31-03-2025,14679.69,"2655 Johnny Extension, Brendanburgh, HI 19369",Shipped,15-05-2025
ORD01615,CUST0011,27-08-2024,41811.47,"74388 Candice Isle Apt. 687, Barnesland, PA 07149",Cancelled,16-03-2025
ORD01616,CUST0054,28-11-2024,37843.53,"971 Jones Locks Apt. 431, Delgadoborough, KY 65014",Cancelled,13-03-2025
ORD01617,CUST0085,19-05-2025,40011.13,"962 Hawkins Summit Suite 417, Lake Erinstad, AK 00686",Shipped,25-05-2025
ORD01618,CUST0001,08-10-2024,43992.15,"8974 Underwood Mission Apt. 062, Lake Jenniferland, NJ 05928",Pending,14-12-2024
ORD01619,CUST0023,02-01-2025,18120.64,"574 Adams Corners Suite 929, South Jessicabury, MD 28232",Pending,12-06-2025
ORD01620,CUST0147,16-09-2024,72499.69,"61857 Brown Lane Suite 975, West Richard, NE 73998",Cancelled,03-12-2024
ORD01621,CUST0039,11-08-2024,27793.1,"729 Taylor Fall, Smithtown, MA 49915",Pending,16-01-2025
ORD01622,CUST0131,30-04-2025,6822.57,"37507 Moody Mews, New Peggy, NM 36067",Pending,21-05-2025
ORD01623,CUST0026,22-05-2025,13532.62,"266 Anthony Lock Apt. 703, Lake Albertstad, MO 24031",Delivered,17-06-2025
ORD01624,CUST0060,30-05-2025,11451.15,"8218 Johnson Land Suite 460, Steventon, WY 01199",Cancelled,24-06-2025
ORD01625,CUST0076,22-09-2024,4247.88,"2655 Johnny Extension, Brendanburgh, HI 19369",Delivered,30-12-2024
ORD01626,CUST0119,12-09-2024,36831.19,"30109 John Glen Apt. 937, West Matthewtown, OH 72997",Pending,18-03-2025
ORD01627,CUST0026,22-04-2025,55524.54,"266 Anthony Lock Apt. 703, Lake Albertstad, MO 24031",Shipped,19-05-2025
ORD01628,CUST0011,25-12-2024,51044.48,"74388 Candice Isle Apt. 687, Barnesland, PA 07149",Delivered,29-04-2025
ORD01629,CUST0093,27-10-2024,17999.84,"8712 Hannah Springs Suite 620, Benjaminport, NE 88927",Delivered,22-06-2025
ORD01630,CUST0110,10-02-2025,1201.64,"474 Antonio Trafficway, North Henry, WI 97039",Pending,25-02-2025
ORD01631,CUST0025,26-05-2025,70398.86,"PSC 7080, Box 4022, APO AP 16314",Pending,08-06-2025
ORD01632,CUST0003,13-04-2025,34405.22,"40023 Kristine Route, Vanessaport, NM 18739",Shipped,04-06-2025
ORD01633,CUST0044,04-07-2024,11463.93,"9881 George Forges, Newmanburgh, WV 34676",Delivered,10-09-2024
ORD01634,CUST0092,10-12-2024,5595.03,"54853 Kevin Harbor, Alvarezview, MD 34468",Cancelled,20-12-2024
ORD01635,CUST0069,03-11-2024,6465.41,"258 Michael Roads, Maxwellberg, AK 76357",Pending,09-06-2025
ORD01636,CUST0096,07-06-2025,35244.51,"957 Adams Radial Suite 894, East Jennifer, CT 50295",Delivered,18-06-2025
ORD01637,CUST0047,06-07-2024,65910.2,"PSC 1453, Box 5727, APO AP 83591",Pending,23-10-2024
ORD01638,CUST0103,24-06-2025,4676.38,"56330 Gregory Locks Suite 739, Jessicaton, NV 89762",Cancelled,24-06-2025
ORD01639,CUST0117,15-01-2025,32309.06,"2902 Andrea Falls Apt. 573, South Jameston, MN 43369",Delivered,01-02-2025
ORD01640,CUST0099,10-02-2025,61720.28,"2368 Ortiz Flat Suite 596, Port Adamland, OH 64849",Cancelled,23-02-2025
ORD01641,CUST0108,23-04-2025,5716.34,"380 Karen Union, North Matthewbury, CT 81240",Shipped,31-05-2025
ORD01642,CUST0029,08-01-2025,6607.99,"462 Jones Flat, Jesseville, SC 29508",Shipped,16-05-2025
ORD01643,CUST0016,14-01-2025,29827.02,"848 Frederick Points, New Becky, ME 29267",Shipped,12-05-2025
ORD01644,CUST0027,10-04-2025,7689.94,"44836 Tamara Stream, Lisamouth, AR 09785",Cancelled,31-05-2025
ORD01645,CUST0124,21-12-2024,60296.16,"087 Rice Square Suite 350, Wiseview, MN 97899",Cancelled,22-02-2025
ORD01646,CUST0047,27-07-2024,20504.43,"PSC 1453, Box 5727, APO AP 83591",Cancelled,10-01-2025
ORD01647,CUST0092,15-08-2024,38720.03,"54853 Kevin Harbor, Alvarezview, MD 34468",Pending,12-12-2024
ORD01648,CUST0034,31-01-2025,34986.18,"190 Katherine Loop, Port Tracytown, PA 29478",Cancelled,21-06-2025
ORD01649,CUST0125,08-02-2025,67737.67,"00001 Jessica Unions Apt. 142, New Eileen, AL 36476",Pending,08-03-2025
ORD01650,CUST0106,28-06-2024,46513.19,"53110 Ramirez Mews Apt. 184, Port Benjamin, AK 44399",Cancelled,06-01-2025
ORD01651,CUST0012,14-01-2025,51397.21,"73612 Jessica Terrace Suite 225, Port Randybury, NY 48818",Pending,13-05-2025
ORD01652,CUST0067,07-11-2024,43176.94,"1316 Jordan Junction, South Royberg, WY 09743",Delivered,28-12-2024
ORD01653,CUST0004,08-02-2025,59942.95,"PSC 0867, Box 7437, APO AA 66424",Shipped,17-05-2025
ORD01654,CUST0087,01-08-2024,59189.51,"7240 Dunn Junction Apt. 327, Port Margaretland, CO 45789",Pending,22-05-2025
ORD01655,CUST0111,05-09-2024,40658.3,"578 Sarah Place, Port Zachary, DE 86736",Shipped,29-10-2024
ORD01656,CUST0124,08-12-2024,21626.1,"087 Rice Square Suite 350, Wiseview, MN 97899",Delivered,25-12-2024
ORD01657,CUST0099,29-09-2024,23967.72,"2368 Ortiz Flat Suite 596, Port Adamland, OH 64849",Shipped,08-05-2025
ORD01658,CUST0143,23-03-2025,20302.02,"982 Chase Lights, New Nathanland, MN 34432",Pending,21-04-2025
ORD01659,CUST0003,04-11-2024,38436.53,"40023 Kristine Route, Vanessaport, NM 18739",Shipped,19-03-2025
ORD01660,CUST0130,30-11-2024,20906.47,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Cancelled,08-04-2025
ORD01661,CUST0127,29-08-2024,14197.11,"2296 Miller Point, Littleside, MI 45162",Shipped,06-09-2024
ORD01662,CUST0020,14-12-2024,13995.52,"Unit 6333 Box 0327, DPO AA 37880",Cancelled,17-03-2025
ORD01663,CUST0083,04-03-2025,871.02,"69059 Tucker Turnpike, Palmerstad, WA 88011",Shipped,04-04-2025
ORD01664,CUST0085,11-06-2025,22292.67,"962 Hawkins Summit Suite 417, Lake Erinstad, AK 00686",Delivered,24-06-2025
ORD01665,CUST0013,09-05-2025,22470.28,"852 Lopez Village Suite 207, Port Victoriashire, OK 57775",Shipped,21-06-2025
ORD01666,CUST0141,09-04-2025,63159.19,"1723 Rebecca Points Apt. 526, New Alexisville, NE 66165",Cancelled,09-05-2025
ORD01667,CUST0104,04-12-2024,19577,"8847 Isabel Station, Port Alexandria, VT 17876",Shipped,31-03-2025
ORD01668,CUST0021,23-06-2025,24544.09,"91232 Kara Locks, Josephchester, MS 92302",Cancelled,23-06-2025
ORD01669,CUST0114,29-07-2024,39995.26,"09944 Jasmine Ranch, Alexanderland, WA 94550",Cancelled,15-12-2024
ORD01670,CUST0023,03-11-2024,44270.66,"574 Adams Corners Suite 929, South Jessicabury, MD 28232",Cancelled,11-05-2025
ORD01671,CUST0115,30-09-2024,45247.86,"8142 Robinson Trace, Port Jocelyntown, ID 79037",Delivered,02-12-2024
ORD01672,CUST0031,22-10-2024,38262.84,"185 Jacqueline Port Apt. 258, North Joshuahaven, KY 79759",Cancelled,24-05-2025
ORD01673,CUST0005,26-08-2024,23842.19,"220 Gomez Ferry Suite 713, New Johnathan, TX 75492",Pending,20-01-2025
ORD01674,CUST0104,09-10-2024,19557.81,"8847 Isabel Station, Port Alexandria, VT 17876",Cancelled,19-01-2025
ORD01675,CUST0010,25-01-2025,16220.76,"840 Charles Mission Suite 798, Port Evelyn, VT 92913",Pending,02-04-2025
ORD01676,CUST0024,16-07-2024,50767.3,"426 Susan Port Apt. 291, Hodgeview, NC 80358",Delivered,07-03-2025
ORD01677,CUST0131,26-01-2025,39329.41,"37507 Moody Mews, New Peggy, NM 36067",Shipped,18-05-2025
ORD01678,CUST0117,04-03-2025,33914.38,"2902 Andrea Falls Apt. 573, South Jameston, MN 43369",Delivered,06-05-2025
ORD01679,CUST0094,06-01-2025,16836.43,"0215 Michael Neck, New Andrew, LA 76678",Pending,21-05-2025
ORD01680,CUST0058,09-05-2025,41126.94,"2818 Gordon Locks, East Haley, ME 84438",Cancelled,10-05-2025
ORD01681,CUST0085,25-08-2024,30073.78,"962 Hawkins Summit Suite 417, Lake Erinstad, AK 00686",Cancelled,11-06-2025
ORD01682,CUST0094,03-12-2024,26518.56,"0215 Michael Neck, New Andrew, LA 76678",Cancelled,04-05-2025
ORD01683,CUST0030,14-06-2025,8718.13,"USCGC Mcintosh, FPO AA 10459",Pending,15-06-2025
ORD01684,CUST0057,01-08-2024,22173.21,"USS Perez, FPO AA 17894",Pending,28-04-2025
ORD01685,CUST0088,13-05-2025,11788.54,"4162 Love Plain, New Eric, MD 67303",Delivered,29-05-2025
ORD01686,CUST0075,21-04-2025,9585.29,"9755 Bell Drives, South Daniel, MO 78179",Delivered,06-06-2025
ORD01687,CUST0028,27-12-2024,6011.3,"6792 Derek Locks, Lake Anthony, NV 08046",Pending,03-05-2025
ORD01688,CUST0043,22-09-2024,28569.65,"7797 Patterson Motorway Apt. 391, Martinezfurt, NE 82801",Cancelled,19-03-2025
ORD01689,CUST0036,23-06-2025,47233.49,"46988 Erin Glen, Williamshire, WY 87033",Cancelled,24-06-2025
ORD01690,CUST0028,26-01-2025,69867.3,"6792 Derek Locks, Lake Anthony, NV 08046",Delivered,29-05-2025
ORD01691,CUST0051,30-07-2024,28011.5,"68444 Smith Creek, Jacobfort, NJ 32043",Shipped,22-06-2025
ORD01692,CUST0031,06-03-2025,3378.38,"185 Jacqueline Port Apt. 258, North Joshuahaven, KY 79759",Cancelled,05-05-2025
ORD01693,CUST0056,14-06-2025,12054.84,"146 Marcus Valley Suite 733, Wilkinsonport, FL 50847",Cancelled,15-06-2025
ORD01694,CUST0049,17-01-2025,28638.79,"04074 Steele Field Suite 491, Michaelbury, MS 42681",Delivered,21-03-2025
ORD01695,CUST0028,21-02-2025,12561.36,"6792 Derek Locks, Lake Anthony, NV 08046",Cancelled,09-03-2025
ORD01696,CUST0012,27-11-2024,25314.82,"73612 Jessica Terrace Suite 225, Port Randybury, NY 48818",Pending,24-04-2025
ORD01697,CUST0116,04-09-2024,18387.03,"PSC 2572, Box 6881, APO AP 12909",Cancelled,16-12-2024
ORD01698,CUST0130,17-02-2025,29513.73,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Shipped,16-04-2025
ORD01699,CUST0128,21-03-2025,7391.07,"530 Theresa Plain, Barbaraland, LA 68274",Pending,04-05-2025
ORD01700,CUST0136,18-02-2025,28186.23,"32208 Singh Passage, South Anthonyton, UT 59106",Pending,20-02-2025
ORD01701,CUST0142,16-06-2025,44262.54,"89429 Drake Burg Apt. 498, Ashleyshire, IL 04240",Cancelled,20-06-2025
ORD01702,CUST0150,07-10-2024,63175.42,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Cancelled,17-12-2024
ORD01703,CUST0131,26-03-2025,46513,"37507 Moody Mews, New Peggy, NM 36067",Shipped,14-05-2025
ORD01704,CUST0149,07-07-2024,48061.66,"809 Aaron Key, Princehaven, FL 60459",Shipped,19-12-2024
ORD01705,CUST0033,30-04-2025,18230.67,"085 Sheila Fork, Jenniferberg, PA 03137",Pending,17-06-2025
ORD01706,CUST0100,23-08-2024,1042.83,"677 Moreno Glens Apt. 020, West Elizabeth, KY 74103",Delivered,26-03-2025
ORD01707,CUST0130,15-09-2024,3335.64,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Cancelled,16-11-2024
ORD01708,CUST0108,03-09-2024,1802.46,"380 Karen Union, North Matthewbury, CT 81240",Shipped,24-03-2025
ORD01709,CUST0071,16-05-2025,34062.08,"2470 James Shoal Suite 436, Wongchester, SD 55950",Cancelled,09-06-2025
ORD01710,CUST0088,09-03-2025,64115.86,"4162 Love Plain, New Eric, MD 67303",Delivered,23-05-2025
ORD01711,CUST0116,17-10-2024,57763.59,"PSC 2572, Box 6881, APO AP 12909",Shipped,03-04-2025
ORD01712,CUST0036,12-03-2025,8624.84,"46988 Erin Glen, Williamshire, WY 87033",Cancelled,18-05-2025
ORD01713,CUST0132,08-11-2024,5103.55,"17701 Lee Village, South Benjamin, CT 34286",Delivered,03-02-2025
ORD01714,CUST0141,16-01-2025,66788.48,"1723 Rebecca Points Apt. 526, New Alexisville, NE 66165",Delivered,02-02-2025
ORD01715,CUST0142,29-10-2024,39483.89,"89429 Drake Burg Apt. 498, Ashleyshire, IL 04240",Shipped,29-04-2025
ORD01716,CUST0052,24-09-2024,23260.14,"353 Watson Fields, Danielbury, MT 50463",Shipped,11-04-2025
ORD01717,CUST0075,16-03-2025,31975.73,"9755 Bell Drives, South Daniel, MO 78179",Delivered,18-04-2025
ORD01718,CUST0034,17-07-2024,42195.6,"190 Katherine Loop, Port Tracytown, PA 29478",Shipped,27-04-2025
ORD01719,CUST0129,19-12-2024,64476.02,"556 Hernandez Loaf, Reillychester, NE 33398",Delivered,13-04-2025
ORD01720,CUST0030,19-10-2024,26739.16,"USCGC Mcintosh, FPO AA 10459",Delivered,19-03-2025
ORD01721,CUST0144,25-08-2024,21049.07,"577 Cody Loop, North Wendy, ID 28886",Cancelled,06-04-2025
ORD01722,CUST0150,26-10-2024,13006.81,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Cancelled,30-03-2025
ORD01723,CUST0137,28-08-2024,46908.29,"3901 Oliver Course, North Ryanside, ND 53519",Delivered,12-09-2024
ORD01724,CUST0109,29-09-2024,3132.26,"9995 Denise Lock, West Lauren, AZ 40305",Pending,12-01-2025
ORD01725,CUST0134,10-06-2025,19590.53,"8464 Richardson Parks Apt. 774, Lopezshire, CO 39796",Pending,20-06-2025
ORD01726,CUST0007,17-09-2024,20838.75,"PSC 7524, Box 0487, APO AP 43907",Cancelled,24-10-2024
ORD01727,CUST0038,12-07-2024,31828.48,"USCGC Knight, FPO AP 65513",Pending,04-09-2024
ORD01728,CUST0015,06-08-2024,9740.99,"3638 Alvarado Run, New Bonnieton, UT 60493",Shipped,01-05-2025
ORD01729,CUST0069,28-01-2025,25430.87,"258 Michael Roads, Maxwellberg, AK 76357",Shipped,12-04-2025
ORD01730,CUST0074,06-05-2025,13624.57,"89323 Sharon Views Suite 101, North Annette, WV 96989",Delivered,11-05-2025
ORD01731,CUST0038,01-04-2025,29068.1,"USCGC Knight, FPO AP 65513",Pending,14-04-2025
ORD01732,CUST0076,19-06-2025,42515.11,"2655 Johnny Extension, Brendanburgh, HI 19369",Shipped,19-06-2025
ORD01733,CUST0139,27-03-2025,30269.73,"99904 Lisa Overpass, Timothyside, IN 42449",Pending,24-05-2025
ORD01734,CUST0092,26-09-2024,16839.97,"54853 Kevin Harbor, Alvarezview, MD 34468",Cancelled,14-10-2024
ORD01735,CUST0027,08-12-2024,61244.52,"44836 Tamara Stream, Lisamouth, AR 09785",Shipped,27-01-2025
ORD01736,CUST0144,14-08-2024,3936.46,"577 Cody Loop, North Wendy, ID 28886",Cancelled,25-03-2025
ORD01737,CUST0061,16-06-2025,33988.55,"PSC 1073, Box 2470, APO AP 25162",Delivered,22-06-2025
ORD01738,CUST0013,08-08-2024,3323.38,"852 Lopez Village Suite 207, Port Victoriashire, OK 57775",Cancelled,19-01-2025
ORD01739,CUST0100,07-02-2025,673.46,"677 Moreno Glens Apt. 020, West Elizabeth, KY 74103",Cancelled,29-05-2025
ORD01740,CUST0081,26-12-2024,35845.77,"661 Patterson Motorway, Peterton, ID 33359",Pending,02-01-2025
ORD01741,CUST0004,22-11-2024,20658.14,"PSC 0867, Box 7437, APO AA 66424",Delivered,24-11-2024
